TotalEvent,date,productSKU,eventAction
73,20210919,211902540,addToCart
632,20210920,211902540,productDetail
64,20210920,211902540,addToCart
64,20210921,211902540,addToCart
634,20210921,211902540,productDetail
541,20210922,211902540,productDetail
68,20210922,211902540,addToCart
79,20210923,211902540,addToCart
595,20210923,211902540,productDetail
82,20210924,211902540,addToCart
574,20210924,211902540,productDetail
187,20210925,211902540,addToCart
524,20210925,211902540,productDetail
605,20210926,211902540,productDetail
83,20210926,211902540,addToCart
490,20210927,211902540,productDetail
59,20210927,211902540,addToCart
58,20210928,211902540,addToCart
510,20210928,211902540,productDetail
602,20210929,211902540,productDetail
77,20210929,211902540,addToCart
83,20210930,211902540,addToCart
641,20210930,211902540,productDetail
111,20211001,211902540,addToCart
716,20211001,211902540,productDetail
671,20211002,211902540,productDetail
83,20211002,211902540,addToCart
765,20211003,211902540,productDetail
98,20211003,211902540,addToCart
75,20211004,211902540,addToCart
635,20211004,211902540,productDetail
88,20211005,211902540,addToCart
711,20211005,211902540,productDetail
93,20211006,211902540,addToCart
636,20211006,211902540,productDetail
60,20211007,211902540,addToCart
566,20211007,211902540,productDetail
785,20211008,211902540,productDetail
110,20211008,211902540,addToCart
110,20211009,211902540,addToCart
821,20211009,211902540,productDetail
783,20211010,211902540,productDetail
125,20211010,211902540,addToCart
89,20211011,211902540,addToCart
953,20211011,211902540,productDetail
779,20211012,211902540,productDetail
92,20211012,211902540,addToCart
92,20211013,211902540,addToCart
717,20211013,211902540,productDetail
731,20211014,211902540,productDetail
72,20211014,211902540,addToCart
1188,20211015,211902540,productDetail
122,20211015,211902540,addToCart
1337,20211016,211902540,productDetail
136,20211016,211902540,addToCart
1058,20211017,211902540,productDetail
125,20211017,211902540,addToCart
1014,20211018,211902540,productDetail
101,20211018,211902540,addToCart
111,20211019,211902540,addToCart
1011,20211019,211902540,productDetail
140,20211020,211902540,addToCart
1180,20211020,211902540,productDetail
958,20211021,211902540,productDetail
138,20211021,211902540,addToCart
793,20211022,211902540,productDetail
144,20211022,211902540,addToCart
773,20211023,211902540,productDetail
131,20211023,211902540,addToCart
128,20211024,211902540,addToCart
850,20211024,211902540,productDetail
779,20211025,211902540,productDetail
127,20211025,211902540,addToCart
147,20211026,211902540,addToCart
798,20211026,211902540,productDetail
807,20211027,211902540,productDetail
168,20211027,211902540,addToCart
175,20211028,211902540,addToCart
885,20211028,211902540,productDetail
630,20211029,211902540,productDetail
164,20211029,211902540,addToCart
137,20211030,211902540,addToCart
669,20211030,211902540,productDetail
127,20211031,211902540,addToCart
566,20211031,211902540,productDetail
115,20211101,211902540,addToCart
686,20211101,211902540,productDetail
92,20211102,211902540,addToCart
697,20211102,211902540,productDetail
1003,20211103,211902540,productDetail
138,20211103,211902540,addToCart
219,20211104,211902540,addToCart
902,20211104,211902540,productDetail
130,20211105,211902540,addToCart
760,20211105,211902540,productDetail
155,20211106,211902540,addToCart
944,20211106,211902540,productDetail
975,20211107,211902540,productDetail
169,20211107,211902540,addToCart
148,20211108,211902540,addToCart
962,20211108,211902540,productDetail
848,20211109,211902540,productDetail
126,20211109,211902540,addToCart
888,20211110,211902540,productDetail
131,20211110,211902540,addToCart
786,20211111,211902540,productDetail
123,20211111,211902540,addToCart
89,20211112,211902540,addToCart
625,20211112,211902540,productDetail
982,20211113,211902540,productDetail
167,20211113,211902540,addToCart
1106,20211114,211902540,productDetail
153,20211114,211902540,addToCart
1336,20211115,211902540,productDetail
238,20211115,211902540,addToCart
1274,20211116,211902540,productDetail
243,20211116,211902540,addToCart
1456,20211117,211902540,productDetail
325,20211117,211902540,addToCart
1928,20211118,211902540,productDetail
385,20211118,211902540,addToCart
1487,20211119,211902540,productDetail
280,20211119,211902540,addToCart
1611,20211120,211902540,productDetail
256,20211120,211902540,addToCart
306,20211121,211902540,addToCart
1719,20211121,211902540,productDetail
2079,20211122,211902540,productDetail
430,20211122,211902540,addToCart
1688,20211123,211902540,productDetail
332,20211123,211902540,addToCart
1522,20211124,211902540,productDetail
300,20211124,211902540,addToCart
1734,20211125,211902540,productDetail
378,20211125,211902540,addToCart
447,20211126,211902540,addToCart
1951,20211126,211902540,productDetail
336,20211127,211902540,addToCart
1793,20211127,211902540,productDetail
1964,20211128,211902540,productDetail
380,20211128,211902540,addToCart
1908,20211129,211902540,productDetail
500,20211129,211902540,addToCart
220,20211130,211902540,addToCart
1208,20211130,211902540,productDetail
210,20211201,211902540,addToCart
1018,20211201,211902540,productDetail
182,20211202,211902540,addToCart
1012,20211202,211902540,productDetail
946,20211203,211902540,productDetail
173,20211203,211902540,addToCart
154,20211204,211902540,addToCart
1052,20211204,211902540,productDetail
1262,20211205,211902540,productDetail
177,20211205,211902540,addToCart
196,20211206,211902540,addToCart
1264,20211206,211902540,productDetail
1218,20211207,211902540,productDetail
184,20211207,211902540,addToCart
223,20211208,211902540,addToCart
1385,20211208,211902540,productDetail
1227,20211209,211902540,productDetail
178,20211209,211902540,addToCart
1287,20211210,211902540,productDetail
226,20211210,211902540,addToCart
1403,20211211,211902540,productDetail
229,20211211,211902540,addToCart
1466,20211212,211902540,productDetail
214,20211212,211902540,addToCart
1569,20211213,211902540,productDetail
269,20211213,211902540,addToCart
2079,20211214,211902540,productDetail
742,20211214,211902540,addToCart
1894,20211215,211902540,productDetail
493,20211215,211902540,addToCart
278,20211216,211902540,addToCart
1635,20211216,211902540,productDetail
238,20211217,211902540,addToCart
1496,20211217,211902540,productDetail
1637,20211218,211902540,productDetail
243,20211218,211902540,addToCart
1573,20211219,211902540,productDetail
249,20211219,211902540,addToCart
1426,20211220,211902540,productDetail
287,20211220,211902540,addToCart
1407,20211221,211902540,productDetail
231,20211221,211902540,addToCart
1328,20211222,211902540,productDetail
217,20211222,211902540,addToCart
177,20211223,211902540,addToCart
1203,20211223,211902540,productDetail
117,20211224,211902540,addToCart
996,20211224,211902540,productDetail
1421,20211225,211902540,productDetail
154,20211225,211902540,addToCart
248,20211226,211902540,addToCart
1849,20211226,211902540,productDetail
1752,20211227,211902540,productDetail
230,20211227,211902540,addToCart
251,20211228,211902540,addToCart
1586,20211228,211902540,productDetail
222,20211229,211902540,addToCart
1422,20211229,211902540,productDetail
1265,20211230,211902540,productDetail
190,20211230,211902540,addToCart
752,20211231,211902540,productDetail
108,20211231,211902540,addToCart
165,20220101,211902540,addToCart
1040,20220101,211902540,productDetail
1442,20220102,211902540,productDetail
239,20220102,211902540,addToCart
1267,20220103,211902540,productDetail
198,20220103,211902540,addToCart
1189,20220104,211902540,productDetail
199,20220104,211902540,addToCart
1209,20220105,211902540,productDetail
141,20220105,211902540,addToCart
1499,20220106,211902540,productDetail
159,20220106,211902540,addToCart
1348,20220107,211902540,productDetail
158,20220107,211902540,addToCart
1227,20220108,211902540,productDetail
108,20220108,211902540,addToCart
1128,20220109,211902540,productDetail
127,20220109,211902540,addToCart
106,20220110,211902540,addToCart
987,20220110,211902540,productDetail
112,20220111,211902540,addToCart
910,20220111,211902540,productDetail
113,20220112,211902540,addToCart
860,20220112,211902540,productDetail
804,20220113,211902540,productDetail
90,20220113,211902540,addToCart
93,20220114,211902540,addToCart
798,20220114,211902540,productDetail
762,20220115,211902540,productDetail
91,20220115,211902540,addToCart
814,20220116,211902540,productDetail
91,20220116,211902540,addToCart
704,20220117,211902540,productDetail
56,20220117,211902540,addToCart
74,20220118,211902540,addToCart
691,20220118,211902540,productDetail
703,20220119,211902540,productDetail
71,20220119,211902540,addToCart
71,20220120,211902540,addToCart
800,20220120,211902540,productDetail
76,20220121,211902540,addToCart
678,20220121,211902540,productDetail
88,20220122,211902540,addToCart
757,20220122,211902540,productDetail
830,20220123,211902540,productDetail
97,20220123,211902540,addToCart
107,20220124,211902540,addToCart
752,20220124,211902540,productDetail
108,20220125,211902540,addToCart
768,20220125,211902540,productDetail
709,20220126,211902540,productDetail
110,20220126,211902540,addToCart
93,20220127,211902540,addToCart
746,20220127,211902540,productDetail
92,20220128,211902540,addToCart
646,20220128,211902540,productDetail
838,20220129,211902540,productDetail
99,20220129,211902540,addToCart
825,20220130,211902540,productDetail
96,20220130,211902540,addToCart
101,20220131,211902540,addToCart
824,20220131,211902540,productDetail
118,20220201,211902540,addToCart
813,20220201,211902540,productDetail
101,20220202,211902540,addToCart
788,20220202,211902540,productDetail
113,20220203,211902540,addToCart
944,20220203,211902540,productDetail
872,20220204,211902540,productDetail
90,20220204,211902540,addToCart
88,20220205,211902540,addToCart
925,20220205,211902540,productDetail
980,20220206,211902540,productDetail
108,20220206,211902540,addToCart
922,20220207,211902540,productDetail
117,20220207,211902540,addToCart
111,20220208,211902540,addToCart
945,20220208,211902540,productDetail
125,20220209,211902540,addToCart
925,20220209,211902540,productDetail
852,20220210,211902540,productDetail
111,20220210,211902540,addToCart
831,20220211,211902540,productDetail
108,20220211,211902540,addToCart
802,20220212,211902540,productDetail
100,20220212,211902540,addToCart
917,20220213,211902540,productDetail
118,20220213,211902540,addToCart
888,20220214,211902540,productDetail
121,20220214,211902540,addToCart
80,20220215,211902540,addToCart
750,20220215,211902540,productDetail
769,20220216,211902540,productDetail
88,20220216,211902540,addToCart
105,20220217,211902540,addToCart
761,20220217,211902540,productDetail
730,20220218,211902540,productDetail
108,20220218,211902540,addToCart
99,20220219,211902540,addToCart
702,20220219,211902540,productDetail
826,20220220,211902540,productDetail
78,20220220,211902540,addToCart
98,20220221,211902540,addToCart
741,20220221,211902540,productDetail
61,20220222,211902540,addToCart
652,20220222,211902540,productDetail
100,20220223,211902540,addToCart
670,20220223,211902540,productDetail
602,20220224,211902540,productDetail
94,20220224,211902540,addToCart
69,20220225,211902540,addToCart
491,20220225,211902540,productDetail
46,20220226,211902540,addToCart
355,20220226,211902540,productDetail
53,20220227,211902540,addToCart
423,20220227,211902540,productDetail
46,20220228,211902540,addToCart
370,20220228,211902540,productDetail
100,20220301,211902540,addToCart
626,20220301,211902540,productDetail
608,20220302,211902540,productDetail
69,20220302,211902540,addToCart
434,20220303,211902540,productDetail
47,20220303,211902540,addToCart
528,20220304,211902540,productDetail
50,20220304,211902540,addToCart
55,20220305,211902540,addToCart
464,20220305,211902540,productDetail
579,20220306,211902540,productDetail
75,20220306,211902540,addToCart
507,20220307,211902540,productDetail
81,20220307,211902540,addToCart
93,20220308,211902540,addToCart
527,20220308,211902540,productDetail
442,20220309,211902540,productDetail
60,20220309,211902540,addToCart
418,20220310,211902540,productDetail
55,20220310,211902540,addToCart
480,20220311,211902540,productDetail
48,20220311,211902540,addToCart
456,20220312,211902540,productDetail
49,20220312,211902540,addToCart
48,20220313,211902540,addToCart
500,20220313,211902540,productDetail
57,20220314,211902540,addToCart
521,20220314,211902540,productDetail
49,20220315,211902540,addToCart
507,20220315,211902540,productDetail
524,20220316,211902540,productDetail
58,20220316,211902540,addToCart
66,20220317,211902540,addToCart
452,20220317,211902540,productDetail
488,20220318,211902540,productDetail
88,20220318,211902540,addToCart
68,20220319,211902540,addToCart
476,20220319,211902540,productDetail
560,20220320,211902540,productDetail
71,20220320,211902540,addToCart
435,20220321,211902540,productDetail
54,20220321,211902540,addToCart
456,20220322,211902540,productDetail
64,20220322,211902540,addToCart
60,20220323,211902540,addToCart
442,20220323,211902540,productDetail
122,20220324,211902540,addToCart
558,20220324,211902540,productDetail
85,20220325,211902540,addToCart
496,20220325,211902540,productDetail
58,20220326,211902540,addToCart
502,20220326,211902540,productDetail
567,20220327,211902540,productDetail
65,20220327,211902540,addToCart
445,20220328,211902540,productDetail
57,20220328,211902540,addToCart
390,20220329,211902540,productDetail
60,20220329,211902540,addToCart
38,20220330,211902540,addToCart
438,20220330,211902540,productDetail
394,20220331,211902540,productDetail
51,20220331,211902540,addToCart
433,20220401,211902540,productDetail
67,20220401,211902540,addToCart
58,20220402,211902540,addToCart
468,20220402,211902540,productDetail
716,20220403,211902540,productDetail
109,20220403,211902540,addToCart
568,20220404,211902540,productDetail
85,20220404,211902540,addToCart
62,20220405,211902540,addToCart
493,20220405,211902540,productDetail
82,20220406,211902540,addToCart
677,20220406,211902540,productDetail
84,20220407,211902540,addToCart
542,20220407,211902540,productDetail
91,20220408,211902540,addToCart
520,20220408,211902540,productDetail
521,20220409,211902540,productDetail
63,20220409,211902540,addToCart
80,20220410,211902540,addToCart
579,20220410,211902540,productDetail
689,20220411,211902540,productDetail
97,20220411,211902540,addToCart
552,20220412,211902540,productDetail
66,20220412,211902540,addToCart
589,20220413,211902540,productDetail
90,20220413,211902540,addToCart
531,20220414,211902540,productDetail
87,20220414,211902540,addToCart
503,20220415,211902540,productDetail
80,20220415,211902540,addToCart
586,20220416,211902540,productDetail
80,20220416,211902540,addToCart
590,20220417,211902540,productDetail
67,20220417,211902540,addToCart
125,20220418,211902540,addToCart
780,20220418,211902540,productDetail
807,20220419,211902540,productDetail
108,20220419,211902540,addToCart
138,20220420,211902540,addToCart
916,20220420,211902540,productDetail
815,20220421,211902540,productDetail
109,20220421,211902540,addToCart
98,20220422,211902540,addToCart
804,20220422,211902540,productDetail
106,20220423,211902540,addToCart
854,20220423,211902540,productDetail
142,20220424,211902540,addToCart
981,20220424,211902540,productDetail
151,20220425,211902540,addToCart
1045,20220425,211902540,productDetail
1211,20220426,211902540,productDetail
166,20220426,211902540,addToCart
1053,20220427,211902540,productDetail
126,20220427,211902540,addToCart
130,20220428,211902540,addToCart
945,20220428,211902540,productDetail
878,20220429,211902540,productDetail
140,20220429,211902540,addToCart
96,20220430,211902540,addToCart
845,20220430,211902540,productDetail
995,20220501,211902540,productDetail
133,20220501,211902540,addToCart
1018,20220502,211902540,productDetail
154,20220502,211902540,addToCart
954,20220503,211902540,productDetail
175,20220503,211902540,addToCart
127,20220504,211902540,addToCart
930,20220504,211902540,productDetail
112,20220505,211902540,addToCart
908,20220505,211902540,productDetail
98,20220506,211902540,addToCart
809,20220506,211902540,productDetail
86,20220507,211902540,addToCart
788,20220507,211902540,productDetail
828,20220508,211902540,productDetail
98,20220508,211902540,addToCart
94,20220509,211902540,addToCart
782,20220509,211902540,productDetail
851,20220510,211902540,productDetail
104,20220510,211902540,addToCart
747,20220511,211902540,productDetail
83,20220511,211902540,addToCart
753,20220512,211902540,productDetail
84,20220512,211902540,addToCart
652,20220513,211902540,productDetail
123,20220513,211902540,addToCart
85,20220514,211902540,addToCart
705,20220514,211902540,productDetail
68,20220515,211902540,addToCart
644,20220515,211902540,productDetail
686,20220516,211902540,productDetail
84,20220516,211902540,addToCart
664,20220517,211902540,productDetail
89,20220517,211902540,addToCart
74,20220518,211902540,addToCart
588,20220518,211902540,productDetail
587,20220519,211902540,productDetail
83,20220519,211902540,addToCart
521,20220520,211902540,productDetail
78,20220520,211902540,addToCart
104,20220521,211902540,addToCart
616,20220521,211902540,productDetail
107,20220522,211902540,addToCart
720,20220522,211902540,productDetail
1126,20220523,211902540,productDetail
216,20220523,211902540,addToCart
184,20220524,211902540,addToCart
1199,20220524,211902540,productDetail
317,20220525,211902540,addToCart
1559,20220525,211902540,productDetail
255,20220526,211902540,addToCart
1530,20220526,211902540,productDetail
1186,20220527,211902540,productDetail
198,20220527,211902540,addToCart
156,20220528,211902540,addToCart
915,20220528,211902540,productDetail
1018,20220529,211902540,productDetail
173,20220529,211902540,addToCart
1056,20220530,211902540,productDetail
165,20220530,211902540,addToCart
195,20220531,211902540,addToCart
1152,20220531,211902540,productDetail
237,20220601,211902540,addToCart
1338,20220601,211902540,productDetail
172,20220602,211902540,addToCart
1120,20220602,211902540,productDetail
1055,20220603,211902540,productDetail
187,20220603,211902540,addToCart
130,20220604,211902540,addToCart
877,20220604,211902540,productDetail
130,20220605,211902540,addToCart
910,20220605,211902540,productDetail
1002,20220606,211902540,productDetail
175,20220606,211902540,addToCart
846,20220607,211902540,productDetail
125,20220607,211902540,addToCart
120,20220608,211902540,addToCart
829,20220608,211902540,productDetail
861,20220609,211902540,productDetail
145,20220609,211902540,addToCart
155,20220610,211902540,addToCart
854,20220610,211902540,productDetail
841,20220611,211902540,productDetail
164,20220611,211902540,addToCart
1019,20220612,211902540,productDetail
208,20220612,211902540,addToCart
139,20220613,211902540,addToCart
865,20220613,211902540,productDetail
759,20220614,211902540,productDetail
76,20220614,211902540,addToCart
617,20220615,211902540,productDetail
84,20220615,211902540,addToCart
604,20220616,211902540,productDetail
112,20220616,211902540,addToCart
656,20220617,211902540,productDetail
82,20220617,211902540,addToCart
530,20220618,211902540,productDetail
65,20220618,211902540,addToCart
593,20220619,211902540,productDetail
74,20220619,211902540,addToCart
557,20220620,211902540,productDetail
72,20220620,211902540,addToCart
70,20220621,211902540,addToCart
614,20220621,211902540,productDetail
60,20220622,211902540,addToCart
542,20220622,211902540,productDetail
63,20220623,211902540,addToCart
450,20220623,211902540,productDetail
466,20220624,211902540,productDetail
53,20220624,211902540,addToCart
50,20220625,211902540,addToCart
397,20220625,211902540,productDetail
44,20220626,211902540,addToCart
467,20220626,211902540,productDetail
604,20220627,211902540,productDetail
65,20220627,211902540,addToCart
577,20220628,211902540,productDetail
69,20220628,211902540,addToCart
56,20220629,211902540,addToCart
480,20220629,211902540,productDetail
57,20220630,211902540,addToCart
455,20220630,211902540,productDetail
52,20220701,211902540,addToCart
473,20220701,211902540,productDetail
443,20220702,211902540,productDetail
46,20220702,211902540,addToCart
84,20220703,211902540,addToCart
502,20220703,211902540,productDetail
461,20220704,211902540,productDetail
60,20220704,211902540,addToCart
64,20220705,211902540,addToCart
427,20220705,211902540,productDetail
57,20220706,211902540,addToCart
477,20220706,211902540,productDetail
464,20220707,211902540,productDetail
69,20220707,211902540,addToCart
442,20220708,211902540,productDetail
71,20220708,211902540,addToCart
403,20220709,211902540,productDetail
57,20220709,211902540,addToCart
57,20220710,211902540,addToCart
427,20220710,211902540,productDetail
75,20220711,211902540,addToCart
522,20220711,211902540,productDetail
73,20220712,211902540,addToCart
524,20220712,211902540,productDetail
58,20220713,211902540,addToCart
449,20220713,211902540,productDetail
66,20220714,211902540,addToCart
484,20220714,211902540,productDetail
56,20220715,211902540,addToCart
433,20220715,211902540,productDetail
41,20220716,211902540,addToCart
495,20220716,211902540,productDetail
74,20220717,211902540,addToCart
628,20220717,211902540,productDetail
68,20220718,211902540,addToCart
662,20220718,211902540,productDetail
518,20220719,211902540,productDetail
58,20220719,211902540,addToCart
66,20220720,211902540,addToCart
558,20220720,211902540,productDetail
505,20220721,211902540,productDetail
62,20220721,211902540,addToCart
70,20220722,211902540,addToCart
500,20220722,211902540,productDetail
41,20220723,211902540,addToCart
408,20220723,211902540,productDetail
465,20220724,211902540,productDetail
68,20220724,211902540,addToCart
76,20220725,211902540,addToCart
554,20220725,211902540,productDetail
77,20220726,211902540,addToCart
571,20220726,211902540,productDetail
78,20220727,211902540,addToCart
548,20220727,211902540,productDetail
499,20220728,211902540,productDetail
57,20220728,211902540,addToCart
519,20220729,211902540,productDetail
77,20220729,211902540,addToCart
64,20220730,211902540,addToCart
461,20220730,211902540,productDetail
56,20220731,211902540,addToCart
480,20220731,211902540,productDetail
68,20220801,211902540,addToCart
554,20220801,211902540,productDetail
535,20220802,211902540,productDetail
65,20220802,211902540,addToCart
62,20220803,211902540,addToCart
565,20220803,211902540,productDetail
483,20220804,211902540,productDetail
79,20220804,211902540,addToCart
78,20220805,211902540,addToCart
480,20220805,211902540,productDetail
406,20220806,211902540,productDetail
51,20220806,211902540,addToCart
415,20220807,211902540,productDetail
52,20220807,211902540,addToCart
475,20220808,211902540,productDetail
53,20220808,211902540,addToCart
480,20220809,211902540,productDetail
46,20220809,211902540,addToCart
70,20220810,211902540,addToCart
508,20220810,211902540,productDetail
505,20220811,211902540,productDetail
62,20220811,211902540,addToCart
60,20220812,211902540,addToCart
576,20220812,211902540,productDetail
467,20220813,211902540,productDetail
40,20220813,211902540,addToCart
62,20220814,211902540,addToCart
563,20220814,211902540,productDetail
568,20220815,211902540,productDetail
84,20220815,211902540,addToCart
97,20220816,211902540,addToCart
647,20220816,211902540,productDetail
568,20220817,211902540,productDetail
59,20220817,211902540,addToCart
62,20220818,211902540,addToCart
498,20220818,211902540,productDetail
58,20220819,211902540,addToCart
473,20220819,211902540,productDetail
491,20220820,211902540,productDetail
54,20220820,211902540,addToCart
69,20220821,211902540,addToCart
537,20220821,211902540,productDetail
565,20220822,211902540,productDetail
88,20220822,211902540,addToCart
86,20220823,211902540,addToCart
554,20220823,211902540,productDetail
77,20220824,211902540,addToCart
546,20220824,211902540,productDetail
491,20220825,211902540,productDetail
40,20220825,211902540,addToCart
70,20220826,211902540,addToCart
522,20220826,211902540,productDetail
566,20220827,211902540,productDetail
77,20220827,211902540,addToCart
569,20220828,211902540,productDetail
102,20220828,211902540,addToCart
60,20220829,211902540,addToCart
552,20220829,211902540,productDetail
552,20220830,211902540,productDetail
65,20220830,211902540,addToCart
75,20220831,211902540,addToCart
557,20220831,211902540,productDetail
505,20220901,211902540,productDetail
60,20220901,211902540,addToCart
61,20220902,211902540,addToCart
477,20220902,211902540,productDetail
465,20220903,211902540,productDetail
77,20220903,211902540,addToCart
540,20220904,211902540,productDetail
75,20220904,211902540,addToCart
68,20220905,211902540,addToCart
572,20220905,211902540,productDetail
60,20220906,211902540,addToCart
610,20220906,211902540,productDetail
574,20220907,211902540,productDetail
84,20220907,211902540,addToCart
572,20220908,211902540,productDetail
80,20220908,211902540,addToCart
52,20220909,211902540,addToCart
504,20220909,211902540,productDetail
428,20220910,211902540,productDetail
52,20220910,211902540,addToCart
81,20220911,211902540,addToCart
610,20220911,211902540,productDetail
532,20220912,211902540,productDetail
55,20220912,211902540,addToCart
66,20220913,211902540,addToCart
608,20220913,211902540,productDetail
55,20220914,211902540,addToCart
500,20220914,211902540,productDetail
486,20220915,211902540,productDetail
71,20220915,211902540,addToCart
60,20220916,211902540,addToCart
407,20220916,211902540,productDetail
666,20220917,211902540,productDetail
75,20220917,211902540,addToCart
594,20220918,211902540,productDetail
67,20220918,211902540,addToCart
568,20220919,211902540,productDetail
69,20220919,211902540,addToCart
508,20220920,211902540,productDetail
61,20220920,211902540,addToCart
34,20220921,211902540,addToCart
387,20220921,211902540,productDetail
485,20220922,211902540,productDetail
71,20220922,211902540,addToCart
466,20220923,211902540,productDetail
60,20220923,211902540,addToCart
53,20220924,211902540,addToCart
412,20220924,211902540,productDetail
460,20220925,211902540,productDetail
83,20220925,211902540,addToCart
66,20220926,211902540,addToCart
442,20220926,211902540,productDetail
406,20220927,211902540,productDetail
55,20220927,211902540,addToCart
62,20220928,211902540,addToCart
503,20220928,211902540,productDetail
64,20220929,211902540,addToCart
512,20220929,211902540,productDetail
550,20220930,211902540,productDetail
62,20220930,211902540,addToCart
546,20221001,211902540,productDetail
63,20221001,211902540,addToCart
90,20221002,211902540,addToCart
550,20221002,211902540,productDetail
564,20221003,211902540,productDetail
84,20221003,211902540,addToCart
418,20221004,211902540,productDetail
56,20221004,211902540,addToCart
64,20221005,211902540,addToCart
416,20221005,211902540,productDetail
45,20221006,211902540,addToCart
452,20221006,211902540,productDetail
472,20221007,211902540,productDetail
53,20221007,211902540,addToCart
71,20221008,211902540,addToCart
579,20221008,211902540,productDetail
69,20221009,211902540,addToCart
569,20221009,211902540,productDetail
55,20221010,211902540,addToCart
479,20221010,211902540,productDetail
482,20221011,211902540,productDetail
39,20221011,211902540,addToCart
58,20221012,211902540,addToCart
498,20221012,211902540,productDetail
40,20221013,211902540,addToCart
490,20221013,211902540,productDetail
386,20221014,211902540,productDetail
39,20221014,211902540,addToCart
49,20221015,211902540,addToCart
393,20221015,211902540,productDetail
437,20221016,211902540,productDetail
46,20221016,211902540,addToCart
77,20221017,211902540,addToCart
520,20221017,211902540,productDetail
59,20221018,211902540,addToCart
481,20221018,211902540,productDetail
485,20221019,211902540,productDetail
58,20221019,211902540,addToCart
53,20221020,211902540,addToCart
470,20221020,211902540,productDetail
406,20221021,211902540,productDetail
40,20221021,211902540,addToCart
457,20221022,211902540,productDetail
63,20221022,211902540,addToCart
558,20221023,211902540,productDetail
70,20221023,211902540,addToCart
53,20221024,211902540,addToCart
488,20221024,211902540,productDetail
67,20221025,211902540,addToCart
537,20221025,211902540,productDetail
425,20221026,211902540,productDetail
51,20221026,211902540,addToCart
412,20221027,211902540,productDetail
38,20221027,211902540,addToCart
67,20221028,211902540,addToCart
478,20221028,211902540,productDetail
48,20221029,211902540,addToCart
463,20221029,211902540,productDetail
608,20221030,211902540,productDetail
79,20221030,211902540,addToCart
72,20221031,211902540,addToCart
512,20221031,211902540,productDetail
430,20221101,211902540,productDetail
52,20221101,211902540,addToCart
48,20221102,211902540,addToCart
455,20221102,211902540,productDetail
48,20221103,211902540,addToCart
481,20221103,211902540,productDetail
58,20221104,211902540,addToCart
504,20221104,211902540,productDetail
485,20221105,211902540,productDetail
53,20221105,211902540,addToCart
524,20221106,211902540,productDetail
89,20221106,211902540,addToCart
539,20221107,211902540,productDetail
69,20221107,211902540,addToCart
530,20221108,211902540,productDetail
74,20221108,211902540,addToCart
82,20221109,211902540,addToCart
548,20221109,211902540,productDetail
94,20221110,211902540,addToCart
455,20221110,211902540,productDetail
547,20221111,211902540,productDetail
68,20221111,211902540,addToCart
449,20221112,211902540,productDetail
71,20221112,211902540,addToCart
61,20221113,211902540,addToCart
511,20221113,211902540,productDetail
519,20221114,211902540,productDetail
89,20221114,211902540,addToCart
130,20221115,211902540,addToCart
708,20221115,211902540,productDetail
616,20221116,211902540,productDetail
117,20221116,211902540,addToCart
152,20221117,211902540,addToCart
830,20221117,211902540,productDetail
1230,20221118,211902540,productDetail
254,20221118,211902540,addToCart
208,20221119,211902540,addToCart
1087,20221119,211902540,productDetail
283,20221120,211902540,addToCart
1408,20221120,211902540,productDetail
273,20221121,211902540,addToCart
1472,20221121,211902540,productDetail
275,20221122,211902540,addToCart
1373,20221122,211902540,productDetail
234,20221123,211902540,addToCart
1361,20221123,211902540,productDetail
222,20221124,211902540,addToCart
1194,20221124,211902540,productDetail
302,20221125,211902540,addToCart
1381,20221125,211902540,productDetail
247,20221126,211902540,addToCart
1317,20221126,211902540,productDetail
308,20221127,211902540,addToCart
1640,20221127,211902540,productDetail
1725,20221128,211902540,productDetail
414,20221128,211902540,addToCart
815,20221129,211902540,productDetail
184,20221129,211902540,addToCart
740,20221130,211902540,productDetail
101,20221130,211902540,addToCart
124,20221201,211902540,addToCart
905,20221201,211902540,productDetail
119,20221202,211902540,addToCart
883,20221202,211902540,productDetail
139,20221203,211902540,addToCart
1116,20221203,211902540,productDetail
1260,20221204,211902540,productDetail
168,20221204,211902540,addToCart
2560,20221205,211902540,productDetail
324,20221205,211902540,addToCart
176,20221206,211902540,addToCart
1342,20221206,211902540,productDetail
155,20221207,211902540,addToCart
1221,20221207,211902540,productDetail
193,20221208,211902540,addToCart
1263,20221208,211902540,productDetail
1237,20221209,211902540,productDetail
170,20221209,211902540,addToCart
184,20221210,211902540,addToCart
1442,20221210,211902540,productDetail
214,20221211,211902540,addToCart
1502,20221211,211902540,productDetail
199,20221212,211902540,addToCart
1422,20221212,211902540,productDetail
170,20221213,211902540,addToCart
1229,20221213,211902540,productDetail
204,20221214,211902540,addToCart
1329,20221214,211902540,productDetail
1501,20221215,211902540,productDetail
220,20221215,211902540,addToCart
1344,20221216,211902540,productDetail
187,20221216,211902540,addToCart
191,20221217,211902540,addToCart
1303,20221217,211902540,productDetail
295,20221218,211902540,addToCart
1689,20221218,211902540,productDetail
250,20221219,211902540,addToCart
1513,20221219,211902540,productDetail
1641,20221220,211902540,productDetail
241,20221220,211902540,addToCart
160,20221221,211902540,addToCart
1157,20221221,211902540,productDetail
1281,20221222,211902540,productDetail
162,20221222,211902540,addToCart
984,20221223,211902540,productDetail
111,20221223,211902540,addToCart
722,20221224,211902540,productDetail
85,20221224,211902540,addToCart
1063,20221225,211902540,productDetail
